ID_1,1_Longitude,1_Latitude,1_Elevation,ID_0.05,0.05_Longitude,0.05_Latitude,0.05_Elevation
460.00000000000,92.50000000000,21.50000000000,190.30924583300,191299,92.92500000000,21.92500000000,114.47611111100
460.00000000000,92.50000000000,21.50000000000,190.30924583300,191893,92.62500000000,21.97500000000,479.06916666700
460.00000000000,92.50000000000,21.50000000000,190.30924583300,191898,92.87500000000,21.97500000000,386.37416666700
460.00000000000,92.50000000000,21.50000000000,190.30924583300,191899,92.92500000000,21.97500000000,162.96472222200
460.00000000000,92.50000000000,21.50000000000,190.30924583300,191900,92.97500000000,21.97500000000,461.51750000000
461.00000000000,93.50000000000,21.50000000000,1048.33532431000,191901,93.02500000000,21.97500000000,648.05611111100
490.00000000000,91.50000000000,22.50000000000,14.53338750000,203273,91.62500000000,22.92500000000,35.22777777780
490.00000000000,91.50000000000,22.50000000000,14.53338750000,203871,91.52500000000,22.97500000000,9.36638888889
490.00000000000,91.50000000000,22.50000000000,14.53338750000,203872,91.57500000000,22.97500000000,24.56111111110
490.00000000000,91.50000000000,22.50000000000,14.53338750000,203873,91.62500000000,22.97500000000,44.38055555560
490.00000000000,91.50000000000,22.50000000000,14.53338750000,203874,91.67500000000,22.97500000000,20.61694444440
490.00000000000,91.50000000000,22.50000000000,14.53338750000,203875,91.72500000000,22.97500000000,27.70250000000
491.00000000000,92.50000000000,22.50000000000,260.26627291700,192492,92.57500000000,22.02500000000,599.49388888900
491.00000000000,92.50000000000,22.50000000000,260.26627291700,192493,92.62500000000,22.02500000000,305.01527777800
491.00000000000,92.50000000000,22.50000000000,260.26627291700,192494,92.67500000000,22.02500000000,210.83027777800
491.00000000000,92.50000000000,22.50000000000,260.26627291700,192498,92.87500000000,22.02500000000,462.98333333300
491.00000000000,92.50000000000,22.50000000000,260.26627291700,192499,92.92500000000,22.02500000000,209.52861111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,192500,92.97500000000,22.02500000000,571.55916666700
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193092,92.57500000000,22.07500000000,538.46472222200
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193093,92.62500000000,22.07500000000,273.32083333300
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193094,92.67500000000,22.07500000000,200.69888888900
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193097,92.82500000000,22.07500000000,400.66027777800
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193098,92.87500000000,22.07500000000,292.23861111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193099,92.92500000000,22.07500000000,215.85861111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193100,92.97500000000,22.07500000000,611.13305555600
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193692,92.57500000000,22.12500000000,488.85305555600
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193693,92.62500000000,22.12500000000,217.14611111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193694,92.67500000000,22.12500000000,205.07222222200
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193695,92.72500000000,22.12500000000,225.42888888900
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193696,92.77500000000,22.12500000000,165.16222222200
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193697,92.82500000000,22.12500000000,330.43111111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193698,92.87500000000,22.12500000000,376.64138888900
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193699,92.92500000000,22.12500000000,329.42111111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,193700,92.97500000000,22.12500000000,572.14805555600
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194292,92.57500000000,22.17500000000,391.77222222200
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194293,92.62500000000,22.17500000000,204.23444444400
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194294,92.67500000000,22.17500000000,207.39027777800
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194295,92.72500000000,22.17500000000,298.13277777800
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194296,92.77500000000,22.17500000000,245.07972222200
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194297,92.82500000000,22.17500000000,338.23027777800
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194298,92.87500000000,22.17500000000,466.12444444400
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194299,92.92500000000,22.17500000000,461.63138888900
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194300,92.97500000000,22.17500000000,905.30861111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194892,92.57500000000,22.22500000000,276.40555555600
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194893,92.62500000000,22.22500000000,193.72361111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194894,92.67500000000,22.22500000000,197.87472222200
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194895,92.72500000000,22.22500000000,365.87861111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194896,92.77500000000,22.22500000000,348.23361111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194897,92.82500000000,22.22500000000,312.88111111100
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194898,92.87500000000,22.22500000000,384.50472222200
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194899,92.92500000000,22.22500000000,439.54055555600
491.00000000000,92.50000000000,22.50000000000,260.26627291700,194900,92.97500000000,22.22500000000,877.49416666700
